timestamp,v,a,vv,av,va,aa,vt,at,mark
1776160933.367081,-0.09287235815095056,-0.10896636810453185,-0.5785847220161453,-0.696421298061801,0.49239659309387207,0.23830151557922363,-0.10377012938261032,0.08187338709831238,1
1776160916.503656,-0.3039165679215186,-0.0019026261021470867,-0.858347294030315,0.22451700643397798,0.26954495906829834,-0.07504045963287354,-0.06596138328313828,-0.08438197523355484,0
1776160918.503656,-0.19878534702822653,0.022102904994365208,-0.6662367342034344,0.2906270617893221,0.43726301193237305,-0.061746180057525635,-0.06596138328313828,-0.08438197523355484,0
1776160920.503656,-0.15660805006972872,0.1906497624471801,-0.47776028253139974,0.7722678449678854,0.28174102306365967,0.023830294609069824,-0.06596138328313828,-0.08438197523355484,0
1776160922.503656,-0.16557002387473702,0.2240221654455416,-0.570681076721434,0.6028285860294698,0.4205322265625,0.15846538543701172,-0.06596138328313828,-0.08438197523355484,0
1776160924.503656,-0.21371294616124165,0.32682505639487114,-0.7542072678707283,0.9097357355464784,0.5348341464996338,0.20482301712036133,-0.06596138328313828,-0.08438197523355484,0
1776160926.503656,-0.17787797461167046,0.3037448832787204,-0.6572038211205957,0.8282596928704568,0.5289609432220459,0.20000314712524414,-0.06596138328313828,-0.08438197523355484,0
1776160928.503656,-0.170252029048954,0.22201017097152068,-0.6112511871024575,0.44746161406493246,0.477091908454895,0.22394049167633057,-0.06596138328313828,-0.08438197523355484,0
1776160930.503656,-0.22648817589946704,0.13750208272555095,-0.7466584491889842,0.18704091342396167,0.4526665210723877,0.1894463300704956,-0.06596138328313828,-0.08438197523355484,0
1776160932.503656,0.13250890295391674,-0.09440745626026853,0.1758442955367546,-0.8505219896878017,0.49239659309387207,0.23830151557922363,-0.06596138328313828,-0.08438197523355484,0
1776160934.503656,-0.11930189927587209,0.0407994484175734,-0.48515937507994383,-0.30969403295917236,0.49239659309387207,0.23830151557922363,-0.06596138328313828,-0.08438197523355484,0
1776160934.557917,-0.05121376553464863,0.24170690653776195,-0.30642793889906506,0.4939363017902271,0.49239659309387207,0.23830151557922363,-0.06596138328313828,-0.08438197523355484,0
1776160947.088236,-0.21916339142088656,0.21127371658731195,-0.7587086365177597,0.7216226741489414,0.49239659309387207,0.23830151557922363,-0.05581674352288246,-0.5502742528915405,0
1776160949.088236,-0.26796665369149125,0.05013341444916407,-0.7146956765667394,0.5393212792201276,0.1481534242630005,0.03285253047943115,-0.05581674352288246,-0.5502742528915405,0
1776160950.4904397,-0.17754474612792784,0.11173542455711798,-0.4773380561850007,0.7857294736569687,0.1481534242630005,0.03285253047943115,-0.05581674352288246,-0.5502742528915405,0
